id,title,type,seasons,runtime,release_year,age_certification,description
ts42365,Tsukiuta. The Animation,SHOW,2.0,23,2016,TV-14,"Six Gravity and Procellarum are two rival male idol groups who  happen to live in the same dorm. Six Gravity is made up of young men who  represent the months of December to May, while Procellarum’s members  represent June to November. Follow the daily lives of these twelve young  men as they deal with the stresses of idol-hood, school, and living  together."
ts53098,Nazotokine,SHOW,2.0,7,2016,nan,"Tokine Amino works as a secretary for TEN2, an advertising agency. One day while cleaning the conference room, she is surrounded in light and finds she can't leave the room until she solves a puzzle. It seems a creature named Hacchin is a being from another dimension called Quizn. He is interested in the intellectual pleasure that happens when someone solves a puzzles or uncovers a mystery. And he has his sight set on Tokine Amino."
ts66513,Kaijuu Girls,SHOW,2.0,4,2016,nan,"Humanity's battle of many years with the kaiju, giant monsters, has finally come to an end. Now that Earth has entered an age of peace, girls with the souls of kaiju have begun to appear, giving them the ability to transform into kaiju. They are known as the Kaiju Girls, and this is the powerful, transient, beautiful, and at times easygoing story of the strange fate these girls bear."
ts53273,Miss Bernard Said.,SHOW,2.0,3,2016,nan,"""Miss Bernard"" herself, Machida Sawako, and her book-loving friends live their literary days in the library. This gag series glorifying famous literature is filled with love for books of all sorts, as well as the kinds of things that all readers experience!"
ts42323,Amanchu!,SHOW,2.0,23,2016,TV-14,"The hyperactive teenage scuba diver, Hikari Kohinata, lives in a small town near the sea. On her first day of high school she meets the shy transfer student, Futaba Oki, who is struggling to find a place after moving away from Tokyo. Hikari takes the lead, dragging Futaba into her hijinx, and the two soon become close friends"
ts78140,ETOTAMA,SHOW,1.0,23,2015,nan,"Since ancient times, Japan has upheld the tradition of the 12 Zodiac signs. Eto-musumes (Zodiac girls), who have the appearance and behavior of the animals of the Zodiac, are pure hearted messengers who act as a bridge between humans and the gods. Every 60 years, the “ETM 12” tournament takes place in Tokyo’s Akihabara district, where aspiring girls from all over Japan gather for the chance to become the next zodiac sign."
ts53069,Scorching Ping Pong Girls,SHOW,1.0,23,2016,nan,"Ever since their champion was defeated, the world of girls' junior high ping pong has been in turmoil. Koyori is the new smirking transfer student at her junior high and she's ready to shake up girls' ping pong."
ts42350,The Highschool Life of a Fudanshi,SHOW,1.0,3,2016,nan,"Sakaguchi is a high school boy and also a ""fudanshi"" who loves boys-love stories. He hangs out with his friends, a fujoshi named Rumi, his gay friend Yūjirō, fellow fundashi Daigo, and his ""normal"" friend Nakamura."
ts41183,ISUCA,SHOW,1.0,23,2015,nan,"Shinichirou decides to look for a job in order to pay his rent, and his teacher suggests that he work for someone at their house doing housekeeping; however, the person who hired him was Sakuya, a girl who is the 37th head of the Shimazu family, and her job is to exorcise and eliminate unwanted creatures. Shinichirou accidentally releases one of the creatures that Sakuya captures and they cooperate to catch it."
ts38738,Pan de Peace!,SHOW,1.0,195,2016,nan,"The ""cute and soft bread four-panel manga"" centers around Minami, an air-headed girl who is starting high school and who loves eating bread for breakfast. Baked goods bring happiness everyday to her and her classmates the reliable Yuu, the pastry-baking Fuyumi, and the independent Noa."
ts39020,Ange Vierge,SHOW,1.0,23,2016,TV-MA,"The story of the card game follows what happens when ""Hairou"" portals suddenly open, fusing five different worlds together. As a result, various mysterious ""Exceed"" powers are awakened in teenaged girls. An academy for these so-called ""Progress"" girls is built on the isolated Seiran Island in the Pacific."
ts133840,This Boy Is a Professional Wizard,SHOW,1.0,13,2016,nan,"A wannabe-wizard named Toyoho, falls in love with Chiharo, an experienced and respected wizard."
ts52848,Cheating Craft,SHOW,1.0,12,2016,nan,"In a world where education is everything, if you manage to pass exams with your academic ability, you will start a successful life. However, those who fail the exams will start a cruel life. The world is capable of only developing the gifted from a young age as measured by exams – but there are some people who cannot accept the destiny they face if they are unable to pass the exam, and would do anything to pass it. This includes cheating and interfering with the exam. Thus, the examination hall has become a battlefield. L (learning) type and C (Cheating) type students prevent each other from interfering with the exam, so that they can aim for high scores. In order to prevent the L-types from getting the high scores, C-type students battle against them. This battle also involves the examiners who do not allow cheating, making the examination hall even more chaotic! The heated battle between Mumei, a C-type student, and Koui, an L-type, begins! Can Koui outsmart Mumei and her tricks?"
ts232892,Neko Neko Nihonshi,SHOW,1.0,9,2016,nan,"Have you ever seen an anime that tells you the history of Japan? Surely none like this, where not only historical characters are cats, they also behave like cats!"
ts52957,Gakuen Handsome,SHOW,1.0,3,2016,nan,"The school love story is set at Baramon High School, a private boys' school for the prefecture's most elite. The protagonist is a seventeen year old boy who transfers into the school and meets various major players on campus, such as the outlaw teacher, the soccer captain, and a childhood friend whom the protagonist has not seen for seven years. The school presents opportunities for friendship, love and conflict, and changes are now bound to happen in the main character's life."
ts43264,Kowabon,SHOW,1.0,3,2015,TV-14,"Kowabon, a horror story, will be animated using a technique called rotoscoping. Animators will trace live-action footage frame-by-frame to recreate it as animation."
ts341682,Inazma Delivery,SHOW,2.0,2,2016,nan,"Inazma Delivery is set in the town of Babiden City, where everything runs on electricity. Hemingway is an earnest young man who works at the delivery company Inazma, which promises to deliver any package to its proper destination. One day, an extraterrestrial lost child in a shark costume named Bytheway appears and asks to be delivered to its home planet, and soon Hemingway and Bytheway are embroiled in all sorts of adventures."
ts46812,Sekko Boys,SHOW,2.0,7,2016,nan,"Miki Ishimoto, a recent college graduate, is so excited to have landed her first job! Although she's inexperienced, she's to be the manager for a new boy band. Miki thinks life couldn't be going more smoothly, until she finds out that her new boy band members are all... Greco-Roman stone busts?"
ts42985,BONO BONO,SHOW,3.0,5,2016,nan,"Bonobono, a young sea otter, bonds with Chipmunk, Fishing Cat and other friendly woodland creatures. In between the gags, this unique series deals with philosophically nuanced questions such as, ""What is life?"
ts53021,Hagane Orchestra,SHOW,1.0,4,2016,nan,A group of young girls make a living by running an armored vehicle customization workshop in a desert town. They discuss different ways of promoting their business every day.
ts43046,AOKANA: Four Rhythm Across the Blue,SHOW,1.0,24,2016,TV-14,"In the Four Islands Archipelago, people can use Grav-Shoes to fly around! This is the story of Asuka Kurashina, a transfer student that arrives at Kunahama Academy from outside the Four Islands. After seeing the ability of wearers to soar in the sky, she quickly develops an interest in flying with the Grav-Shoes and also joins the school's FC (Flying Circus) club to further her passion."
ts43287,JK-Meshi!,SHOW,1.0,3,2015,nan,"Three high school girls have mastered the art of cooking simple, B-class dishes called JK meshi. The three girls — Reina, Ryouka, and Ruriko — are all classmates in their second year of high school. They often get distracted when studying for tests, and when they do, they cook JK meshi."
ts66548,Usakame,SHOW,1.0,3,2016,nan,"The girls of the Usakame High tennis club, Kinako Tanaka, Ayako Suzuki, Kurumi Satou, and Nishi Nishiarai-Taishi, pursue their various dreams... The series depicts the mostly ordinary but slightly strange daily lives of four girls who devote themselves to practice."
ts53002,Nyanbo!,SHOW,1.0,5,2016,nan,"The ""Nyanbo"" are creatures with square bodies with ears and tails that came to Earth from outer space."
ts38965,Active Raid,SHOW,2.0,24,2016,nan,"Set in a part of Tokyo that has descended into a quagmire, the story follows Unit 8 of the 5th Special Public Security Section's 3rd Mobile Assault Division — popularly called ""The Eighth"" — who don powered armor ""Willware"" exoskeletons to counter the rise in crime. Assistant inspector Asami Kazari is assigned to The Eighth with the task of assessing the unit's status and reporting it to her superiors. But her true goal is to rehabilitate this sloppy, haphazard, justice-less group."
ts53540,Ninja Girl & Samurai Master,SHOW,3.0,4,2016,nan,"The anime centers on a young female ninja named Chidori, whose dream is to help the Warring States-era warlord Oda Nobunaga to achieve his goals."
ts53720,Urawa no Usagi-chan,SHOW,1.0,3,2015,nan,"An original anime to advertise Urawa City in Saitama, Japan."
ts35261,Gunslinger Stratos: The Animation,SHOW,1.0,23,2015,TV-14,nan
ts42978,Shounen Ashibe Go! Go! Goma-chan,SHOW,4.0,11,2016,nan,nan
ts53089,I've Had Enough of Being a Magical Girl,SHOW,2.0,4,2016,TV-14,"Yuzuka Hanami is a young, carefree girl who lives the most ordinary life imaginable. Although her father works around the clock and her mother is rarely home, she still enjoys herself and strives to be an excellent student.

Miton, on the other hand, is an alien life-form with the ability to transform his master into a magical girl, a warrior who fights evil wherever it may appear. However, there are not as many enemies as there used to be, so Miton has been out of work for a while. Starving and homeless, he has taken up residence in a pile of garbage.

As Yuzuka walks past him one day, Miton seizes the opportunity to offer his services to the young girl. Yuzuka reluctantly agrees, but when she transforms into a magical girl and discovers that her outfit is a swimsuit, she begins to have second thoughts about what she has gotten herself into!"
ts38726,Tonkatsu DJ Agetarō,SHOW,1.0,9,2016,nan,"Agetarou works at his family's tonkatsu restaurant in Shibuya, but he's not very excited by the work. One day, he takes a delivery to the staff of a night club, and the worker lets him in to enjoy the club for a while. Agetarou finds that he loves the club, with its relaxed people and cute girls, all enjoying the music supplied by the DJ. He continues going to the club, until the night comes when the guest American DJ Big Master Fly puts on a show. Agetarou is inspired by Big Master Fly, and realizes that the groove of being a DJ is very similar to the groove of being a tonkatsu chef. Now Agetarou is determined to master both disciplines, though he is most excited to become a DJ!"
ts57532,Dream Festival!,SHOW,2.0,23,2016,nan,nan
ts285494,The Nameko Families,SHOW,1.0,5,2015,nan,nan
ts56647,Crane Game Girls,SHOW,2.0,8,2016,TV-PG,Crange Game Girls follows the adventures of three girls who save the world by playing Crane Games.
ts57067,Takamiya Nasuno Desu! Teekyu Spinoff,SHOW,1.0,2,2015,nan,"A spin-off from Teekyuu which centers on the daily life of Nasuno Takamiya, the ""exceedingly airheaded"" school tennis club member in Teekyuu, and her friends."
ts134197,Tabimachi Late Show,SHOW,1.0,7,2016,nan,nan
ts134409,Magical Somera-chan,SHOW,1.0,3,2015,nan,"The story follows the everyday life of Somera Nonomoto who can use the strongest kenpo, Nonomoto Mahou-ken, which is inherited from her mother with her younger sister Kukuru. (Source: Crunchyroll)"
ts219894,Peeping Life,SHOW,1.0,10,2015,nan,nan
ts74588,Landlord Is in Puberty!,SHOW,1.0,2,2016,nan,"Maeda-san is living alone in rented accommodations for the first time after finding employment. In his tiny, no-bath apartment he is visited by Chie Satonaka, who looks like the little sister he never had, but turns out to be the landlord of this apartment building. Chie's high degree of competence when it comes to cooking and housework, sometimes makes her appear very much older than the middle school girl she actually is. Maeda-san's other neighbour, Reiko Shirai, quite jealously tries to guard the cute landlord for herself though. And so Maeda-san's otherwise uneventful life, supposedly living alone, suddenly becomes quite lively..."
ts55270,Time Bokan 24,SHOW,2.0,23,2016,nan,"The history in our textbooks are all wrong?! In the 24th century, humankind accomplished the invention of a time machine, “Time Bokan”. As they discover the truth about history, they realize that the history written in their textbooks are all wrong! To correct their knowledge of history, the government developed an organization called JKK. Our hero Tokio is recruited by Karen, a girl from the future to join the JKK. Together they travel through time to discover the true history, along with fighting the “Akudarma” a villainous group whose goal is to prevent the discovery of the truth!"
ts42981,Please Tell Me! Galko-chan,SHOW,1.0,7,2016,TV-14,Three high school girls with different perspectives discuss the kinds of secrets you can't tell boys.
ts55388,Onara Gorou,SHOW,1.0,3,2016,nan,"The everyday life of Gorou, the ""most admirable of farts,"" as he solves problems in ways that only a fart can."
ts42359,Ozmafia!!,SHOW,1.0,4,2016,nan,"Having transferred into Oz Academy, Scarlet finds himself already  in trouble. The three boys who save him in his time of need are named  Caramia, Kyrie, and Axel"
ts94758,The Journey Home,SHOW,20.0,23,2015,TV-G,"Insects are taken up into space for use in experiments by humans. The development plans and experiments are aborted by humans for no known reason, the organisms are left behind in the space station with limited resources. Going over hurdles and fighting through challenges, Mick and his friends travel across planets and gain new comrades, heading for Earth."
ts42381,Wagamama High Spec,SHOW,1.0,3,2016,TV-MA,"Protagonist Kouki Narumi is a high school  student who also writes a manga serialized in a certain weekly  publication. Kaoruko Rokuonji is the student council president and  illustrator for a popular manga. One day, just as Kaoruko happens to be  trying to recruit a male student council member, she learns Kouki's true  identity and the fact that it's his manga she has been illustrating.  Kouki agrees to join the student council under the condition that she  keeps his identity secret. Then his younger sister, Toa Narumi, and her  friend Mihiro Miyase also join the student council..."
ts70564,Rainy Cocoa,SHOW,5.0,2,2015,TV-PG,"Aoi’s soaked by a sudden rainstorm and takes shelter at Rainy Color, a cozy café where the warmth of the staff compliments the sweet hot cocoa he’s served. When he falls into a job at the café he feels like things are finally looking up— until Keiichi Iwase, the man he couldn’t help but stare at on the train, shows up."
ts21877,Cute High Earth Defense Club LOVE!,SHOW,3.0,24,2015,TV-14,"The Earth Defense Club at Binan High School are a group of boys that do nothing, but be lazy. One day when two of the club members, Atsushi and En, are taking a bath in a bathhouse, a talking pink Wombat appears out of nowhere and requests the two boys to help save the Earth with the power of love. Unfortunately, the bathhouse owner's son, Yumoto sees the wombat and chases after it while saying ""Let me fluff you up!"". The next day, the two boys and the other two club members, Io and Ryu are met with the pink wombat and suddenly, bracelets appears and clasp onto each of the four members' wrists, as well as Yumoto (who just happened to be nearby) and they are transformed into the Battle Lovers."
ts56255,Starmyu,SHOW,3.0,24,2015,TV-PG,"Ayanagi Academy: home of musical dreams and insane competition. New student Yuta Hoshitani dreams of being in show business, but to get there he'll have to gain acceptance from the Kao Council (Cherry Blossom Flower Council), Ayanagi Academy's five highest ranking students. For Yuta and his friends to do well in the music department, they'll have to get onto a Star Team, lead by the Kao Council members. Though the newcomers are struggling, they catch the interest of one of the Kao Council members, which just might send them on the starlit journey they've been dreaming of! From director Shunsuke Tada (Kuroko's Basketball and Prince of Tennis) comes a new show that will have you dreaming of stardom."
ts46884,HEYBOT!,SHOW,1.0,23,2016,TV-14,"The anime takes place on the screw-shaped island country of Nejigajima and follows the two ""Bokyabots"" Hebot and the Yurui Prince Nejiru as they collect different ""Bokya Neji"" screws. When the Bokyabots wear the Bokya Neji screws on their heads, they're able to compete in ""Bokya Battles,"" battles for who can think up and tell the best jokes."
ts42504,Anne-Happy,SHOW,1.0,23,2016,TV-14,"The story centers around class 1-7 of Tennomifune Academy, where all the students with ""bad karma"" or misfortune seem to have been gathered. Hibari, a student in this class, meets the unlucky Hanako and the perennially unhealthy Botan on her first day of school, and together they try to find a way to turn their school life into a happy one."
ts53246,Fan Service,SHOW,4.0,75,2016,nan,"Gray Haddock, Kerry Shawcross, Miles Luna, and their friends discuss the latest news, trailers, and episodes from the world of Anime."
ts43168,Ojisan and Marshmallow,SHOW,1.0,3,2016,nan,"Kusaka is an older man who loves marshmallows, and Wakabayashi is an OL (office lady) who loves Kusaka. Their relationship unfolds at their office."
ts220110,Lovely Muuuuuuuco!,SHOW,1.0,12,2015,nan,nan
ts42264,BBK/BRNK,SHOW,2.0,23,2016,TV-PG,"It’s been ten years since Azuma Kazuki has been in Japan, and upon his arrival he is taken prisoner by a group of armed men. Azuma is saved by his childhood friend, Kogane Asabuki, thanks to a living weapon she wields on her right hand, known as a Bubuki. Learning about these weapons, Azuma becomes a Bubuki wielder himself and sets out on a journey."
ts52834,Kiitaro's Yokai Picture Diary,SHOW,3.0,4,2016,nan,"Kiitarou is a boy with a strong sixth sense who is always surrounded by demons. He gets talked to by yukionna, gets his bath licked clean by akaname (licking demons), and lives with the zashiki-warashi Suzu, whom he just can't come to dislike."
ts296797,Black Clover,SHOW,4.0,23,2017,TV-14,"Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus."
ts84141,Goblin Slayer,SHOW,1.0,24,2018,TV-MA,"Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.

A young priestess has formed her first adventuring party, but almost immediately they find themselves in distress. It's the Goblin Slayer who comes to their rescue—a man who's dedicated his life to the extermination of all goblins, by any means necessary. As a holder of the prestigious Silver rank, the Goblin Slayer allows her to accompany him as he assists the Adventurer's Guild in all goblin-related matters. Together with the Priestess, High Elf, Dwarf, and Lizard-man, the armored warrior will not rest until every single goblin in the frontier lands has been eradicated for good."
ts84230,That Time I Got Reincarnated as a Slime,SHOW,2.0,23,2018,TV-14,"37-year-old corporate worker Mikami Satoru is stabbed by a random killer, and is reborn to an alternate world. But he turns out to be reborn a slime! Thrown into this new world with the name Rimuru Tempest, he begins his quest to create a world that’s welcoming to all races. Broken free from ordinary, stale past life, his fresh adventure in a fantasy world as a slime monster with unique abilities begins."
ts56104,Boruto: Naruto Next Generations,SHOW,2.0,23,2017,TV-14,"The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Boruto’s story is about to begin!"
ts75516,The Ancient Magus' Bride,SHOW,1.0,24,2017,TV-14,"Fifteen-year-old Chise has nothing and no one to live for. But that changes when she becomes the apprentice and future wife of inhuman mage, Elias."
ts77768,DARLING in the FRANXX,SHOW,1.0,24,2018,TV-14,"The story is set in the distant future. The land is ruined, and humanity establishes the mobile fort city Plantation. Pilots produced inside Plantation live in Mistilteinn, also know as the ""birdcage."" Children live there knowing nothing of the outside world or the freedom of the sky. Their lives consist of battling to carry out missions. Their enemies are mysterious giant lifeforms known as Kyouryuu, and the children pilot robots called Franxx to face off against them. For the children, riding the Franxx proves their existence.

A boy named Hiro is called Code:016, and he was once known as a prodigy. However, he has fallen behind, and his existence seems unnecessary. Not piloting a Franxx is the same as ceasing to exist. One day, a mysterious girl known as ""Zero Two"" appears before him. Two horns grow out of her head."
ts77726,Laid-Back Camp,SHOW,2.0,23,2018,TV-PG,"Nadeshiko, a high school student who had moved from Shizuoka to Yamanashi, decides to see the famous, 1000 yen-bill-featured Mount Fuji. Even though she manages to bike all the way to Motosu, she's forced to turn back because of worsening weather. Unable to set her eyes on her goal, she faints partway to her destination. When she wakes up, it's night, in a place she's never been before, with no way of knowing how to get home. Nadeshiko is saved when she encounters Rin, a girl who is out camping by herself. This outdoorsy girls story begins with this first encounter between Nadeshiko and Rin."
ts89413,Friends Games,SHOW,1.0,30,2017,TV-14,"High school student Katagiri Yuichi cares about friendship more than money because of his mother’s teachings. One day, Yuichi and his close friends, Shiho, Tenji, Makoto and Yutori, are suddenly forced to participate in a mysterious game of wits that involves a lot of money. It is supposed to be a simple game. However, friendships are unexpectedly tested under extreme conditions which triggers paranoia. The trick to clearing the game is to trust in friends. But will Yuichi and his friends choose money over friendship?"
ts82228,Cells at Work!,SHOW,2.0,23,2018,TV-14,"This is a story about you. A tale about the inside of your body... According to a new study, the human body consists of approximately 37 trillion cells. These cells are hard at work every day within a world that is your body. From the oxygen-carrying red blood cells to the bacteria-fighting white blood cells, get to know the unsung heroes and the drama that unfolds inside of you! It's the oddly relatable and interesting story that is the life of cells!"
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,1.0,25,2018,TV-14,"Puberty Syndrome—a rumored, mysterious syndrome that only affects those in their puberty. For example, a bunny girl suddenly appeared in front of Sakuta Azusagawa. The bunny girl's real identity is Mai Sakurajima, a teenage celebrity who is currently an inactive high school senior. For some reason, her charming figure does not reflect in the eyes of others. In the course of revealing the mystery behind this phenomenon, Sakuta begins to explore his feelings towards Mai. Set in a city where the skies and seas shine, Sakuta unfolds the meaning behind his bizarre encounters on women with the said syndrome."
ts77706,A Place Further Than the Universe,SHOW,1.0,23,2018,TV-PG,"Scenery that we have never seen. Sounds that we have never heard. Scent that we have never smelled. Food that we have never tasted. And the surge of emotion that we have never experienced. This is the expedition of recollecting the pieces torn apart and sensation left alone. When we reach that place, what will we think? Howling, 40 degree angle. Raging, 50 degree angle. Shouting, 60 degree angle. A wilderness beyond the heavy sea. The furthest south, far from civilization. At the top of the Earth. We will find lights through the girls' eyes to live tomorrow."
ts53369,Miss Kobayashi's Dragon Maid,SHOW,2.0,22,2017,TV-14,"Kobayashi lives alone in an apartment, until one day, Tohru appeared and they ended up living together. Tooru looks down on humans as inferior and foolish, but having been saved by Kobayashi-san, she does everything she can to repay the debt and help her with various things, although not everything goes according to plan.

A mythical everyday life comedy about a hard working office lady living with a dragon girl."
ts58045,Classroom of the Elite,SHOW,1.0,24,2017,TV-14,"Koudo Ikusei Senior High School is a leading prestigious school with state-of-the-art facilities where nearly 100% of students go on to university or find employment. The students there have the freedom to wear any hairstyle and bring any personal effects they desire. Koudo Ikusei is a paradise-like school, but the truth is that only the most superior of students receive favorable treatment.

Ayanokouji Kiyotaka is a student of D-class, which is where the school dumps its ""inferior"" students in order to ridicule them. For a certain reason, Kiyotaka was careless on his entrance examination, and was put in D-class. After meeting Horikita Suzune and Kushida Kikyou, two other students in his class, Kiyotaka’s situation begins to change."
ts84364,Zombieland Saga,SHOW,2.0,24,2018,TV-MA,"A typical morning. The usual music. Their normal lives. The peace these seven girls experience will suddenly be destroyed. By the living dead... zombies. A reality that they never wanted a part of, an amazing and terrifying zombie world. They all share one wish: ""We want to live."" These girls will struggle through this saga, in order to achieve a miracle."
ts79723,Steins;Gate 0,SHOW,1.0,23,2018,TV-14,"The dark untold story of Steins;Gate that leads with the eccentric mad scientist Okabe, struggling to recover from a failed attempt at rescuing Kurisu. He decides to give up and abandons his lively scientist alter ego, in pursuit to forget the past. When all seems to be normal, he is seemingly pulled back into the past by meeting an acquaintance of Kurisu, who tells him that they have begun testing a device that stores the memory of a human and creates a simulation of them with their characteristics and personalities. Okabe begins testing and finds out that the simulation of Kurisu has brought back anguish and some new unexpected tragedies.

Zero is a side story that explores events from the Beta Attractor Field's future that contribute in making the end of the original story possible."
ts77415,Junji Ito Collection,SHOW,1.0,24,2018,TV-MA,A collection of animated horror stories based on the works of Japanese artist Junji Ito.
ts79546,MEGALOBOX,SHOW,2.0,24,2018,TV-MA,"A desolate land stretches out from the city of poverty. A motorcycle speeds recklessly, blowing clouds of sand and dust. The rider is the protagonist of this story – he has neither a name nor a past. All he has is his ring name, “Junk Dog” and a technique for rigging MEGALOBOX matches with his pal Gansaku Nanbu, which they use to support their hand-to-mouth lives. JD is bored, resigned, and unfulfilled. Yuri has been the reigning champion of MEGALOBOX for the past few years. He has the skills and presence of a true champion. This is a story of JD and his rival, Yuri."
ts78390,Golden Kamuy,SHOW,4.0,24,2018,TV-MA,"The story takes place in the mighty Northern field of Hokkaido, the time is in the turbulent late Meiji Era. A post war soldier Sugimoto, aka, “Immortal Sugimoto” was in need of large sums of money for a particular purpose…. What awaited Sugimoto, who stepped into Hokkaido’s Gold Rush with dreams of making a fortune, was a tattoo map leading to a hidden treasure based on hints inscribed on the bodies of convicts in Abashiri Prison?! The magnificent nature of Hokkaido vs vicious convicts and the meeting with a pure Ainu girl, Ashiripa!! A survival battle for a hidden treasure hunt begins!"
ts77518,Teasing Master Takagi-san,SHOW,3.0,24,2018,TV-PG,"""If you blush, you lose."" Living by this principle, the middle schooler Nishikata gets constantly made fun of by his seat neighbor Takagi-san. With his pride shattered to pieces, he vows to turn the tables and get back at her some day. And so, he attempts to tease her day after day, only to find himself victim to Takagi-san's ridicule again sooner than later. Will he be able to make Takagi-san blush from embarrassment even once in the end?"
ts53433,Saga of Tanya the Evil,SHOW,2.0,24,2017,TV-MA,"On the front lines of the war, Tanya Degurechaff, blond hair, blue eyes, and porcelain white skin, commands her squad with lisping voice. Actually, she is one of Japan's most elite salary men, reborn as a little girl into a world of magical warfare after angering a mysterious being who calls himself God."
ts79331,Persona 5: The Animation,SHOW,1.0,28,2018,TV-14,"Ren Amamiya is about to enter his second year after transferring to Shujin Academy in Tokyo. Following a particular incident, his Persona awakens, and together with his friends, they form the “Phantom Thieves of Hearts” to reform hearts of corrupt adults by stealing the source of their distorted desires. Meanwhile, bizarre and inexplicable crimes have been popping up one after another… Living an ordinary high school life in Tokyo during the day, the group maneuvers the metropolitan city as Phantom Thieves after hours. Let the curtain rise for this grand, picaresque story!"
ts82053,Angels of Death,SHOW,2.0,23,2018,TV-MA,"Most girls waking up without any memory and meeting a serial killer would panic, but not Rachel. In fact, far from being her biggest problem, killer Zack might just prove a convenient resource when it comes to finding a way out of the building in which they're both trapped!"
ts77716,Citrus,SHOW,1.0,23,2018,TV-14,"Yuzu, a high school gyaru who hasn't experienced her first love yet, transfers to an all-girls school after her mother remarries. She's beyond upset that she can't land a boyfriend at her new school. Then, on her first day, she meets the beautiful black-haired student council president Mei in the worst way possible. What's more, she later finds out that Mei is her new step-sister, and they'll be living under the same roof! And so the love affair between two polar opposite high school girls who find themselves drawn to one another begins!"
ts78392,Hinamatsuri,SHOW,1.0,24,2018,TV-14,"One night, a strange object falls on the head of Nitta, a member of the yakuza. Inside the box is a strange young girl named Hina. She has tremendous supernatural powers, and Nitta finds himself reluctantly taking her in. Her powers can come in handy for his yakuza business, but he also runs the risk of her using them on him! Not to mention, if she doesn't use her powers, she will eventually go berserk and destroy everything around her. Nitta and Hina's strange life together is just beginning..."
ts53430,Seiren,SHOW,1.0,54,2017,nan,"For high school students like Shouichi Kamita, university entrance exams and the future are common concerns. It is also during this time in life that a mysterious emotion that vexes people of all ages may begin to weigh upon one's mind—love.

At this point in his teenage years, Shouichi finds three girls he could see himself having a future with: the ever-cheerful Hikari Tsuneki, who teases Shouichi without mercy, but actually has a softer side; the competitive gamer, Tooru Miyamae, who has difficulty communicating with others; and Shouichi's childhood friend, Kyouko Touno, the sometimes immature shoujo manga enthusiast. Seiren follows Shouichi's relationships with these three girls across three separate arcs, as their feelings grow from mutual interest and blossom into something more beautiful."
ts58032,In Another World with My Smartphone,SHOW,1.0,23,2017,TV-14,"Touya Mochizuki was accidentally killed, and as an apology, God allows him to be reborn in a fantasy world and will grant him any one wish he desires. And so, Touya chooses to keep his smartphone in the next world. In his second chance at life, he befriends many important figures and comes across the world's secret. He inherits the legacy of an ancient civilization and travels around nonchalantly while possessing powers that rival this world's kings."
ts53365,Masamune-kun's Revenge,SHOW,1.0,23,2017,nan,"As a child, Masamune Makabe once suffered greatly at the hands of a wealthy and beautiful girl named Aki Adagaki, who nicknamed him ""Piggy"" due to his chubby appearance. Seeking revenge against his tormentor, Masamune works hard to improve himself and returns as an incredibly handsome, albeit narcissistic, high school student. When he encounters Aki once again, he is prepared to exact vengeance.

With the aid of the rich girl's maid, Yoshino Koiwai, Masamune slowly begins to build his relationship with Aki, intending to break her heart when the time is right. However, as his friendship with Aki begins to grow, Masamune starts to question the objectives of his devious plans, and if bringing them to fruition is what his heart truly desires."
ts75838,Recovery of an MMO Junkie,SHOW,1.0,24,2017,TV-14,"Moriko Morioka is a 30-year-old single NEET woman. After dropping out from reality, she has taken off in search for a fulfilling life and ended up in a net game or ""netoge."" In the netoge world, she began her new life as a refreshing and handsome character named Hayashi. While starting out as a beginner, a pretty character named Lily reached out to help her. Meanwhile, in the real world, awaits a shocking encounter with a good-looking elite company employee, a mysterious blue-eyed blonde."
ts82074,Yuuna and the Haunted Hot Springs,SHOW,1.0,24,2018,TV-14,"Kogarashi has the ability to see supernatural, and has been possessed by ghosts since he was a kid but now he has learned to fight back against them! Unfortunately, he's now also very poor, homeless, and hoping for a happier, more normal, high school life. In his search for housing, he's introduced to a very cheap boarding house called Yuragi Manor, which was formerly a hot springs inn. It's so cheap because the house is haunted by the spirit of a high school student whose corpse was found there.

Kogarashi doesn't think this is going to be a problem for him. Soon he finds that Yuragi Manor's ghost is a 16-year-old girl named Yuna, who lives in his room. Kogarashi has no desire to hurt a ghost girl, and instead he ends up agreeing to help her to figure out her unfinished business so that she can move onto the afterlife before turning evil. Once it is clear that he is fine with Yuna, the other tenants reveal their own secrets—his life in Yuragi Manor is going to be far from ordinary!"
